Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Days to Ship Actual,Days to Ship Scheduled,Discount,Number of Records,Profit,Profit Ratio,Quantity,Sales,Sales Forecast,Sales per Customer
Furniture,New York City,United States,Katrina Bavinger,4/9/2014,CA-2014-161067,10035,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,East,Home Office,7/9/2014,Second Class,New York,Chairs,3,3,0.1,1,14,0.156,1,91,119,90.8
Office Supplies,New York City,United States,Katrina Bavinger,4/9/2014,CA-2014-161067,10035,Prang Drawing Pencil Set,East,Home Office,7/9/2014,Second Class,New York,Art,3,3,0,1,2,0.4,2,6,7,5.56
Office Supplies,New York City,United States,Katrina Bavinger,4/9/2014,CA-2014-161067,10035,Xerox 189,East,Home Office,7/9/2014,Second Class,New York,Paper,3,3,0,1,201,0.48,4,419,550,419.4
Furniture,Concord,United States,Joe Kamberova,4/9/2014,US-2014-153255,94521,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Consumer,8/9/2014,Second Class,California,Bookcases,4,3,0.15,1,14,0.059,2,240,314,239.67
Office Supplies,Palm Coast,United States,Arthur Prichep,4/9/2014,CA-2014-146136,32137,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",South,Consumer,8/9/2014,Standard Class,Florida,Envelopes,4,6,0.2,1,9,0.363,4,24,32,24.45
Office Supplies,Chicago,United States,Muhammed Yedwab,4/9/2014,CA-2014-167626,60623,"""While you Were Out"" Message Book, One Form per Page",Central,Corporate,8/9/2014,Standard Class,Illinois,Paper,4,6,0.2,1,3,0.375,3,9,12,8.9
Technology,Chicago,United States,Muhammed Yedwab,4/9/2014,CA-2014-167626,60623,Hypercom P1300 Pinpad,Central,Corporate,8/9/2014,Standard Class,Illinois,Accessories,4,6,0.2,1,21,0.213,2,101,132,100.8
Furniture,Dallas,United States,Arthur Gainer,4/9/2014,CA-2014-161557,75217,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Central,Consumer,9/9/2014,Standard Class,Texas,Furnishings,5,6,0.6,1,-106,-0.975,5,108,142,108.4
Office Supplies,Chicago,United States,Emily Phan,4/9/2014,US-2014-122637,60653,"Premier Elliptical Ring Binder, Black",Central,Consumer,9/9/2014,Second Class,Illinois,Binders,5,3,0.8,1,-68,-1.6,7,43,56,42.62
Office Supplies,San Francisco,United States,Aleksandra Gannaway,4/9/2014,CA-2014-161823,94122,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",West,Corporate,9/9/2014,Standard Class,California,Art,5,6,0,1,2,0.28,2,6,8,5.96
Office Supplies,La Mesa,United States,Sample Company A,4/9/2014,CA-2014-123022,91941,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",West,Home Office,9/9/2014,Standard Class,California,Binders,5,6,0.2,1,29,0.35,5,83,108,82.56
Technology,La Mesa,United States,Sample Company A,4/9/2014,CA-2014-123022,91941,Kensington Expert Mouse Optical USB Trackball for PC or Mac,West,Home Office,9/9/2014,Standard Class,California,Accessories,5,6,0,1,85,0.3,3,285,373,284.97
Office Supplies,Redmond,United States,Aaron Smayling,5/9/2014,US-2014-147655,97756,"Avery Trapezoid Extra Heavy Duty 4"" Binders",West,Corporate,6/9/2014,First Class,Oregon,Binders,1,1,0.7,1,-59,-0.667,7,88,115,88.07
Office Supplies,Apple Valley,United States,Katrina Bavinger,5/9/2014,CA-2014-101182,92307,Xerox 220,West,Home Office,6/9/2014,First Class,California,Paper,1,1,0,1,6,0.48,2,13,17,12.96
Technology,Apple Valley,United States,Katrina Bavinger,5/9/2014,CA-2014-101182,92307,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,West,Home Office,6/9/2014,First Class,California,Phones,1,1,0.2,1,15,0.35,3,43,57,43.18
Furniture,San Francisco,United States,Pete Kriz,5/9/2014,CA-2014-116680,94122,"Bush Cubix Conference Tables, Fully Assembled",West,Consumer,7/9/2014,Second Class,California,Tables,2,3,0.2,1,92,0.063,8,1478,1937,1478.27
Furniture,Chicago,United States,Helen Wasserman,5/9/2014,CA-2014-140326,60653,"Bush Birmingham Collection Bookcase, Dark Cherry",Central,Corporate,7/9/2014,First Class,Illinois,Bookcases,2,1,0.3,1,-118,-0.143,9,825,1081,825.17
Office Supplies,Nashua,United States,Vivian Mathis,5/9/2014,US-2014-166394,3060,Staples,East,Consumer,7/9/2014,Second Class,New Hampshire,Fasteners,2,3,0,1,7,0.47,6,15,19,14.82
Office Supplies,San Francisco,United States,Pete Kriz,5/9/2014,CA-2014-116680,94122,Acco Suede Grain Vinyl Round Ring Binder,West,Consumer,7/9/2014,Second Class,California,Binders,2,3,0.2,1,4,0.325,6,13,17,13.34
Office Supplies,Chicago,United States,Helen Wasserman,5/9/2014,CA-2014-140326,60653,"Sanford Colorific Colored Pencils, 12/Box",Central,Corporate,7/9/2014,First Class,Illinois,Art,2,1,0.2,1,1,0.125,3,7,9,6.91
Office Supplies,Chicago,United States,Helen Wasserman,5/9/2014,CA-2014-140326,60653,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Central,Corporate,7/9/2014,First Class,Illinois,Paper,2,1,0.2,1,6,0.313,3,18,23,17.76
Furniture,Boynton Beach,United States,Doug O'Connell,5/9/2014,US-2014-117450,33437,"Global Value Steno Chair, Gray",South,Consumer,9/9/2014,Standard Class,Florida,Chairs,4,6,0.2,1,6,0.063,2,97,127,97.18
Furniture,Los Angeles,United States,Greg Maxwell,5/9/2014,CA-2014-102750,90036,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,West,Corporate,9/9/2014,Second Class,California,Tables,4,3,0.2,1,-99,-0.075,3,1322,1733,1322.35
Office Supplies,Coppell,United States,John Dryer,5/9/2014,CA-2014-152485,75019,"Crayola Anti Dust Chalk, 12/Pack",Central,Consumer,9/9/2014,Standard Class,Texas,Art,4,6,0.2,1,3,0.313,7,10,13,10.19
Office Supplies,Coppell,United States,John Dryer,5/9/2014,CA-2014-152485,75019,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Central,Consumer,9/9/2014,Standard Class,Texas,Art,4,6,0.2,1,4,0.288,5,13,17,13.12
Office Supplies,Coppell,United States,John Dryer,5/9/2014,CA-2014-152485,75019,Acco Perma 3000 Stacking Storage Drawers,Central,Consumer,9/9/2014,Standard Class,Texas,Storage,4,6,0.2,1,0,-0.013,1,17,22,16.78
Office Supplies,Boynton Beach,United States,Doug O'Connell,5/9/2014,US-2014-117450,33437,Xerox 213,South,Consumer,9/9/2014,Standard Class,Florida,Paper,4,6,0.2,1,4,0.35,2,10,14,10.37
Office Supplies,Los Angeles,United States,Ralph Arnett,5/9/2014,CA-2014-141929,90004,Ibico Hi-Tech Manual Binding System,West,Consumer,9/9/2014,Standard Class,California,Binders,4,6,0.2,1,152,0.313,2,488,639,487.98
Office Supplies,Los Angeles,United States,Ralph Arnett,5/9/2014,CA-2014-141929,90004,"Trav-L-File Heavy-Duty Shuttle II, Black",West,Consumer,9/9/2014,Standard Class,California,Storage,4,6,0,1,65,0.3,5,218,285,217.85
Office Supplies,Santa Ana,United States,Eva Jacobs,5/9/2014,CA-2014-147410,92704,"24 Capacity Maxi Data Binder Racks, Pearl",West,Consumer,9/9/2014,Standard Class,California,Storage,4,6,0,1,105,0.25,2,421,552,421.1
Office Supplies,Oakland,United States,Cynthia Voltz,5/9/2014,CA-2014-137582,94601,Pressboard Hanging Data Binders for Unburst Sheets,West,Corporate,9/9/2014,Standard Class,California,Binders,4,6,0.2,1,4,0.35,3,12,15,11.81
Office Supplies,Garland,United States,Julie Kriz,5/9/2014,CA-2014-100783,75043,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Central,Home Office,9/9/2014,Second Class,Texas,Art,4,3,0.2,1,4,0.125,1,30,40,30.38
Technology,Long Beach,United States,Aimee Bixby,5/9/2014,CA-2014-120761,11561,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",East,Consumer,9/9/2014,Standard Class,New York,Accessories,4,6,0,1,40,0.43,4,92,121,91.96
Technology,Los Angeles,United States,Ralph Arnett,5/9/2014,CA-2014-141929,90004,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,West,Consumer,9/9/2014,Standard Class,California,Phones,4,6,0.2,1,2,0.313,1,6,7,5.56
Office Supplies,Akron,United States,Maribeth Dona,5/9/2014,CA-2014-109757,44312,DIXON Oriole Pencils,East,Consumer,10/9/2014,Second Class,Ohio,Art,5,3,0.2,1,1,0.075,4,8,11,8.26
Office Supplies,Akron,United States,Maribeth Dona,5/9/2014,CA-2014-109757,44312,GBC Recycled VeloBinder Covers,East,Consumer,10/9/2014,Second Class,Ohio,Binders,5,3,0.7,1,-20,-0.8,5,26,33,25.56
Office Supplies,Akron,United States,Maribeth Dona,5/9/2014,CA-2014-109757,44312,Wilson Jones Active Use Binders,East,Consumer,10/9/2014,Second Class,Ohio,Binders,5,3,0.7,1,-3,-0.7,2,4,6,4.37
Office Supplies,Akron,United States,Maribeth Dona,5/9/2014,CA-2014-109757,44312,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",East,Consumer,10/9/2014,Second Class,Ohio,Paper,5,3,0.2,1,4,0.325,4,12,15,11.52
Office Supplies,Los Angeles,United States,Tiffany House,5/9/2014,CA-2014-117261,90032,"Rogers Jumbo File, Granite",West,Corporate,11/9/2014,Standard Class,California,Storage,6,6,0,1,1,0.01,4,54,71,54.32
Technology,Philadelphia,United States,Michael Moore,5/9/2014,CA-2014-117394,19120,Kingston Digital DataTraveler 8GB USB 2.0,East,Consumer,11/9/2014,Standard Class,Pennsylvania,Accessories,6,6,0.2,1,-1,-0.075,4,19,25,19.04
Office Supplies,Seattle,United States,Christopher Schild,6/9/2014,CA-2014-107293,98115,Newell 333,West,Home Office,7/9/2014,First Class,Washington,Art,1,1,0,1,1,0.26,1,3,4,2.78
Office Supplies,Knoxville,United States,Liz Preis,6/9/2014,CA-2014-102736,37918,Model L Table or Wall-Mount Pencil Sharpener,South,Consumer,10/9/2014,Standard Class,Tennessee,Art,4,6,0.2,1,7,0.1,5,72,94,71.96
Office Supplies,Knoxville,United States,Liz Preis,6/9/2014,CA-2014-102736,37918,Xerox 220,South,Consumer,10/9/2014,Standard Class,Tennessee,Paper,4,6,0.2,1,5,0.35,3,16,20,15.55
Technology,Knoxville,United States,Liz Preis,6/9/2014,CA-2014-102736,37918,Maxell LTO Ultrium - 800 GB,South,Consumer,10/9/2014,Standard Class,Tennessee,Accessories,4,6,0.2,1,-1,-0.013,4,90,117,89.57
Office Supplies,Fort Lauderdale,United States,Michael Grace,6/9/2014,CA-2014-120705,33311,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",South,Home Office,12/9/2014,Standard Class,Florida,Storage,6,6,0.2,1,-29,-0.2,2,147,193,147.18
Furniture,Saint Charles,United States,Trudy Glocke,8/9/2014,CA-2014-128783,63301,"DataProducts Ampli Magnifier Task Lamp, Black,",Central,Consumer,8/9/2014,Same Day,Missouri,Furnishings,0,0,0,1,38,0.28,5,135,177,135.3
Technology,Saint Charles,United States,Trudy Glocke,8/9/2014,CA-2014-128783,63301,Maxell 4.7GB DVD-R,Central,Consumer,8/9/2014,Same Day,Missouri,Accessories,0,0,0,1,47,0.41,4,114,149,113.52
Furniture,Draper,United States,Justin MacKendrick,8/9/2014,CA-2014-151008,84020,"DAX Copper Panel Document Frame, 5 x 7 Size",West,Consumer,9/9/2014,First Class,Utah,Furnishings,1,1,0,1,11,0.42,2,25,33,25.16
Technology,Draper,United States,Justin MacKendrick,8/9/2014,CA-2014-151008,84020,Motorla HX550 Universal Bluetooth Headset,West,Consumer,9/9/2014,First Class,Utah,Phones,1,1,0.2,1,47,0.375,4,127,166,126.56
Office Supplies,Providence,United States,Allen Armold,8/9/2014,US-2014-169488,2908,Avoid Verbal Orders Carbonless Minifold Book,East,Consumer,10/9/2014,First Class,Rhode Island,Paper,2,1,0,1,8,0.46,5,17,22,16.9
Office Supplies,Providence,United States,Allen Armold,8/9/2014,US-2014-169488,2908,Xerox 191,East,Consumer,10/9/2014,First Class,Rhode Island,Paper,2,1,0,1,19,0.47,2,40,52,39.96
Office Supplies,Phoenix,United States,Dean percer,8/9/2014,CA-2014-163692,85023,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Home Office,10/9/2014,First Class,Arizona,Binders,2,1,0.7,1,-6,-0.767,3,8,10,7.86
Furniture,Edmonds,United States,Phillip Flathmann,8/9/2014,US-2014-130687,98026,DAX Two-Tone Silver Metal Document Frame,West,Consumer,11/9/2014,First Class,Washington,Furnishings,3,1,0,1,35,0.43,4,81,106,80.96
Office Supplies,Edmonds,United States,Phillip Flathmann,8/9/2014,US-2014-130687,98026,Boston 1799 Powerhouse Electric Pencil Sharpener,West,Consumer,11/9/2014,First Class,Washington,Art,3,1,0,1,7,0.28,1,26,34,25.98
Technology,Edmonds,United States,Phillip Flathmann,8/9/2014,US-2014-130687,98026,Konftel 250 Conference phone - Charcoal black,West,Consumer,11/9/2014,First Class,Washington,Phones,3,1,0.2,1,34,0.075,2,456,597,455.71
Furniture,Los Angeles,United States,Allen Goldenen,8/9/2014,CA-2014-107244,90004,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",West,Consumer,12/9/2014,Standard Class,California,Furnishings,4,6,0,1,8,0.42,4,20,26,19.76
Furniture,Los Angeles,United States,Jasper Cacioppo,8/9/2014,US-2014-129441,90032,Tenex Chairmats For Use With Carpeted Floors,West,Consumer,12/9/2014,Standard Class,California,Furnishings,4,6,0,1,2,0.05,3,48,63,47.94
Office Supplies,Philadelphia,United States,Cassandra Brandow,8/9/2014,CA-2014-100160,19134,Poly String Tie Envelopes,East,Consumer,12/9/2014,Standard Class,Pennsylvania,Envelopes,4,6,0.2,1,2,0.338,3,5,6,4.9
Office Supplies,Philadelphia,United States,Cassandra Brandow,8/9/2014,CA-2014-100160,19134,Avery 519,East,Consumer,12/9/2014,Standard Class,Pennsylvania,Labels,4,6,0.2,1,10,0.338,5,29,38,29.24
Office Supplies,Philadelphia,United States,Cassandra Brandow,8/9/2014,CA-2014-100160,19134,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",East,Consumer,12/9/2014,Standard Class,Pennsylvania,Paper,4,6,0.2,1,5,0.35,3,16,20,15.55
Office Supplies,New York City,United States,Stefania Perrino,8/9/2014,CA-2014-148929,10011,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",East,Corporate,12/9/2014,Standard Class,New York,Storage,4,6,0,1,134,0.28,8,478,626,478.08
Technology,Milwaukee,United States,Anna Gayman,8/9/2014,US-2014-104094,53209,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Central,Consumer,12/9/2014,Standard Class,Wisconsin,Accessories,4,6,0,1,2,0.14,1,13,18,13.48
Furniture,Modesto,United States,Joseph Airdo,8/9/2014,US-2014-150070,95351,Global Low Back Tilter Chair,West,Consumer,13/9/2014,Standard Class,California,Chairs,5,6,0.2,1,-28,-0.175,2,162,212,161.57
Office Supplies,Portland,United States,Ruben Dartt,8/9/2014,CA-2014-124401,97206,Hanging Personal Folder File,West,Consumer,13/9/2014,Standard Class,Oregon,Storage,5,6,0.2,1,2,0.063,3,38,49,37.68
Office Supplies,Nashville,United States,Dario Medina,8/9/2014,CA-2014-128769,37211,Eureka The Boss Cordless Rechargeable Stick Vac,South,Corporate,13/9/2014,Standard Class,Tennessee,Appliances,5,6,0.2,1,7,0.088,2,82,107,81.57
Technology,Portland,United States,Ruben Dartt,8/9/2014,CA-2014-124401,97206,Logitech Wireless Marathon Mouse M705,West,Consumer,13/9/2014,Standard Class,Oregon,Accessories,5,6,0.2,1,80,0.288,7,280,367,279.94
Office Supplies,Chicago,United States,Nicole Fjeld,8/9/2014,CA-2014-100335,60610,Staples,Central,Home Office,14/9/2014,Standard Class,Illinois,Paper,6,6,0.2,1,26,0.363,9,73,96,73.01
Office Supplies,Independence,United States,Robert Dilbeck,8/9/2014,CA-2014-103877,64055,GBC DocuBind 300 Electric Binding Machine,Central,Home Office,15/9/2014,Standard Class,Missouri,Binders,7,6,0,1,757,0.48,3,1578,2068,1577.94
Office Supplies,Hialeah,United States,Frank Carlisle,9/9/2014,CA-2014-144456,33012,"Decoflex Hanging Personal Folder File, Blue",South,Home Office,10/9/2014,First Class,Florida,Storage,1,1,0.2,1,5,0.088,5,62,81,61.68
Technology,Hialeah,United States,Frank Carlisle,9/9/2014,CA-2014-144456,33012,Samsung Rugby III,South,Home Office,10/9/2014,First Class,Florida,Phones,1,1,0.2,1,14,0.088,3,158,208,158.38
Technology,Marion,United States,Roland Schwarz,9/9/2014,CA-2014-152856,43302,Memorex Micro Travel Drive 32 GB,East,Corporate,11/9/2014,Second Class,Ohio,Accessories,2,3,0.2,1,34,0.288,4,117,153,116.83
Furniture,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,"Global Armless Task Chair, Royal Blue",Central,Corporate,12/9/2014,First Class,Texas,Chairs,3,1,0.3,1,-40,-0.186,5,213,280,213.43
Furniture,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,DAX Black Cherry Wood-Tone Poster Frame,Central,Corporate,12/9/2014,First Class,Texas,Furnishings,3,1,0.6,1,-12,-0.55,2,21,28,21.18
Office Supplies,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,"Premier Elliptical Ring Binder, Black",Central,Corporate,12/9/2014,First Class,Texas,Binders,3,1,0.8,1,-68,-1.6,7,43,56,42.62
Office Supplies,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Central,Corporate,12/9/2014,First Class,Texas,Fasteners,3,1,0.2,1,15,0.338,5,46,60,45.92
Office Supplies,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,Xerox 205,Central,Corporate,12/9/2014,First Class,Texas,Paper,3,1,0.2,1,7,0.35,4,21,27,20.74
Technology,Arlington,United States,Barry Französisch,9/9/2014,US-2014-124779,76017,Canon PC-428 Personal Copier,Central,Corporate,12/9/2014,First Class,Texas,Copiers,3,1,0.2,1,108,0.338,2,320,419,319.98
Technology,Philadelphia,United States,Eugene Barchas,9/9/2014,CA-2014-149895,19134,Aastra 6757i CT Wireless VoIP phone,East,Consumer,13/9/2014,Standard Class,Pennsylvania,Phones,4,6,0.4,1,-47,-0.183,2,259,339,258.53
Technology,Houston,United States,Alex Russell,9/9/2014,CA-2014-126396,77070,Memorex Froggy Flash Drive 8 GB,Central,Corporate,13/9/2014,Second Class,Texas,Accessories,4,3,0.2,1,20,0.238,6,85,112,85.2
Furniture,Chicago,United States,Michelle Moray,9/9/2014,US-2014-124968,60610,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Central,Consumer,14/9/2014,Second Class,Illinois,Tables,5,3,0.5,1,-567,-0.74,7,766,1003,765.63
Office Supplies,New York City,United States,Eudokia Martin,9/9/2014,CA-2014-132437,10024,Adjustable Personal File Tote,East,Corporate,14/9/2014,Second Class,New York,Storage,5,3,0,1,17,0.26,4,65,85,65.12
Technology,Dublin,United States,Dorothy Badders,9/9/2014,CA-2014-158036,43017,Imation Swivel Flash Drive USB flash drive - 8 GB,East,Corporate,15/9/2014,Standard Class,Ohio,Accessories,6,6,0.2,1,2,0.188,1,9,12,9.1
Office Supplies,Toledo,United States,Joy Daniels,10/9/2014,CA-2014-152198,43615,3M Organizer Strips,East,Consumer,11/9/2014,First Class,Ohio,Binders,1,1,0.7,1,-4,-0.733,3,5,6,4.86
Office Supplies,Toledo,United States,Joy Daniels,10/9/2014,CA-2014-152198,43615,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Consumer,11/9/2014,First Class,Ohio,Binders,1,1,0.7,1,-5,-0.833,2,6,8,6.26
Office Supplies,Toledo,United States,Joy Daniels,10/9/2014,CA-2014-152198,43615,Avery 501,East,Consumer,11/9/2014,First Class,Ohio,Labels,1,1,0.2,1,6,0.338,6,18,23,17.71
Furniture,Cleveland,United States,Logan Currie,10/9/2014,CA-2014-169439,44105,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",East,Consumer,14/9/2014,Standard Class,Ohio,Furnishings,4,6,0.2,1,-9,-0.138,2,66,87,66.11
Furniture,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,Global Low Back Tilter Chair,East,Corporate,14/9/2014,Standard Class,Pennsylvania,Chairs,4,6,0.3,1,-48,-0.343,2,141,185,141.37
Furniture,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,Corporate,14/9/2014,Standard Class,Pennsylvania,Furnishings,4,6,0.2,1,2,0.1,2,17,22,17.02
Office Supplies,Cleveland,United States,Logan Currie,10/9/2014,CA-2014-169439,44105,"BIC Brite Liner Highlighters, Chisel Tip",East,Consumer,14/9/2014,Standard Class,Ohio,Art,4,6,0.2,1,4,0.15,5,26,34,25.92
Office Supplies,Glendale,United States,Arianne Irving,10/9/2014,CA-2014-155929,85301,Unpadded Memo Slips,West,Consumer,14/9/2014,Standard Class,Arizona,Paper,4,6,0.2,1,2,0.375,2,6,8,6.37
Office Supplies,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,"Quartet Omega Colored Chalk, 12/Pack",East,Corporate,14/9/2014,Standard Class,Pennsylvania,Art,4,6,0.2,1,2,0.338,1,5,6,4.67
Office Supplies,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",East,Corporate,14/9/2014,Standard Class,Pennsylvania,Binders,4,6,0.7,1,-4,-0.8,1,5,6,4.5
Office Supplies,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,Wilson Jones Standard D-Ring Binders,East,Corporate,14/9/2014,Standard Class,Pennsylvania,Binders,4,6,0.7,1,-2,-0.767,2,3,4,3.04
Technology,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,Microsoft Sculpt Comfort Mouse,East,Corporate,14/9/2014,Standard Class,Pennsylvania,Accessories,4,6,0.2,1,29,0.3,3,96,126,95.88
Technology,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,Plantronics S12 Corded Telephone Headset System,East,Corporate,14/9/2014,Standard Class,Pennsylvania,Accessories,4,6,0.2,1,65,0.25,3,259,339,258.7
Technology,Philadelphia,United States,Stefania Perrino,10/9/2014,US-2014-118087,19134,Samsung Galaxy Note 2,East,Corporate,14/9/2014,Standard Class,Pennsylvania,Phones,4,6,0.4,1,-386,-0.2,7,1932,2532,1931.96
Furniture,Columbia,United States,Sean O'Donnell,10/9/2014,CA-2014-147228,38401,Eldon Wave Desk Accessories,South,Consumer,15/9/2014,Standard Class,Tennessee,Furnishings,5,6,0.2,1,4,0.3,3,14,19,14.14
Furniture,Los Angeles,United States,Liz Carlisle,10/9/2014,CA-2014-137498,90004,Novimex Fabric Task Chair,West,Consumer,15/9/2014,Second Class,California,Chairs,5,3,0.2,1,-15,-0.063,5,244,320,243.92
Office Supplies,Columbia,United States,Sean O'Donnell,10/9/2014,CA-2014-147228,38401,Xerox 1888,South,Consumer,15/9/2014,Standard Class,Tennessee,Paper,5,6,0.2,1,62,0.35,4,178,233,177.54
Office Supplies,Columbia,United States,Sean O'Donnell,10/9/2014,CA-2014-147228,38401,Fellowes Super Stor/Drawer Files,South,Consumer,15/9/2014,Standard Class,Tennessee,Storage,5,6,0.2,1,-3,-0.013,2,258,339,258.48
Office Supplies,Columbia,United States,Sean O'Donnell,10/9/2014,CA-2014-147228,38401,Staples,South,Consumer,15/9/2014,Standard Class,Tennessee,Supplies,5,6,0.2,1,-2,-0.225,3,9,12,8.83
Office Supplies,Los Angeles,United States,Liz Carlisle,10/9/2014,CA-2014-137498,90004,Newell 35,West,Consumer,15/9/2014,Second Class,California,Art,5,3,0,1,2,0.29,2,7,9,6.56
Office Supplies,Los Angeles,United States,Liz Carlisle,10/9/2014,CA-2014-137498,90004,Astroparche Fine Business Paper,West,Consumer,15/9/2014,Second Class,California,Paper,5,3,0,1,23,0.48,9,48,62,47.52
Office Supplies,Los Angeles,United States,Keith Dawkins,10/9/2014,CA-2014-100825,90036,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,West,Corporate,15/9/2014,Standard Class,California,Storage,5,6,0,1,24,0.24,3,100,131,99.87
Technology,Los Angeles,United States,Matt Connell,10/9/2014,US-2014-146213,90032,Microsoft Wireless Mobile Mouse 4000,West,Corporate,15/9/2014,Standard Class,California,Accessories,5,6,0,1,51,0.32,4,160,210,159.96
Office Supplies,Roseville,United States,Joy Bell-,10/9/2014,US-2014-159562,48066,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Consumer,16/9/2014,Standard Class,Michigan,Envelopes,6,6,0,1,8,0.47,2,17,23,17.48
Office Supplies,Plano,United States,Grace Kelly,10/9/2014,CA-2014-139444,75023,Avery 511,Central,Corporate,16/9/2014,Standard Class,Texas,Labels,6,6,0.2,1,3,0.35,4,10,13,9.86
Office Supplies,Florence,United States,Sean Braxton,10/9/2014,CA-2014-147361,29501,Fellowes Officeware Wire Shelving,South,Corporate,16/9/2014,Standard Class,South Carolina,Storage,6,6,0,1,13,0.02,7,629,824,628.81
Office Supplies,Florence,United States,Sean Braxton,10/9/2014,CA-2014-147361,29501,X-Rack File for Hanging Folders,South,Corporate,16/9/2014,Standard Class,South Carolina,Storage,6,6,0,1,15,0.26,5,56,74,56.45
Office Supplies,Portland,United States,Damala Kotsonis,10/9/2014,CA-2014-168403,97206,Belkin 7-Outlet SurgeMaster Home Series,West,Corporate,16/9/2014,Standard Class,Oregon,Appliances,6,6,0.2,1,1,0.075,1,11,15,11.18
Office Supplies,Portland,United States,Damala Kotsonis,10/9/2014,CA-2014-168403,97206,Xerox 1930,West,Corporate,16/9/2014,Standard Class,Oregon,Paper,6,6,0.2,1,11,0.363,6,31,41,31.1
Furniture,Los Angeles,United States,Frank Hawley,11/9/2014,CA-2014-128370,90004,DMI Arturo Collection Mission-style Design Wood Chair,West,Corporate,11/9/2014,Same Day,California,Chairs,0,0,0.2,1,27,0.075,3,362,475,362.35
Office Supplies,New York City,United States,Shahid Hopkins,11/9/2014,CA-2014-122280,10024,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",East,Consumer,11/9/2014,Same Day,New York,Paper,0,0,0,1,9,0.48,2,19,25,18.76
Office Supplies,Los Angeles,United States,Frank Hawley,11/9/2014,CA-2014-128370,90004,Avery Non-Stick Binders,West,Corporate,11/9/2014,Same Day,California,Binders,0,0,0.2,1,2,0.313,2,7,9,7.18
Office Supplies,Lawrence,United States,Alex Russell,11/9/2014,CA-2014-126438,1841,"Eberhard Faber 3 1/2"" Golf Pencils",East,Corporate,14/9/2014,First Class,Massachusetts,Art,3,1,0,1,4,0.25,2,15,19,14.88
Office Supplies,Akron,United States,Ken Heidel,11/9/2014,CA-2014-147403,44312,Xerox 1906,East,Corporate,14/9/2014,First Class,Ohio,Paper,3,1,0.2,1,29,0.338,3,85,111,85.06
Office Supplies,Atlanta,United States,Shahid Shariari,11/9/2014,CA-2014-159954,30318,Wilson Jones Suede Grain Vinyl Binders,South,Consumer,15/9/2014,Standard Class,Georgia,Binders,4,6,0,1,1,0.49,1,3,4,2.78
